,ORDER_ID,PRICE,SIZE,BUY_SELL_FLAG,TYPE,ask_price_1,ask_size_1,bid_price_1,bid_size_1,MID_PRICE,SPREAD,ORDER_VOLUME_IMBALANCE,VWAP
2019-06-28 09:30:02.000358885,43,999.76,100,True,LIMIT_ORDER,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.6533333333333
2019-06-28 09:30:02.000358885,20,997.71,100,False,ORDER_EXECUTED,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.2730769230769
2019-06-28 09:30:02.000358885,43,999.76,100,True,ORDER_EXECUTED,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.0935714285714
2019-06-28 09:30:02.000394116,7,999.16,100,False,LIMIT_ORDER,99916.0,100.0,99758.0,100.0,998.37,1.58,0.5,1002.0935714285714
2019-06-28 09:30:02.000397286,44,1011.58,100,False,LIMIT_ORDER,99916.0,100.0,99758.0,100.0,998.37,1.58,0.5,1002.0935714285714
2019-06-28 09:30:02.000408087,61,991.2,100,True,LIMIT_ORDER,99916.0,100.0,99758.0,100.0,998.37,1.58,0.5,1002.0935714285714
2019-06-28 09:30:02.000415979,7,999.16,100,False,ORDER_EXECUTED,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1001.898
2019-06-28 09:30:02.000415979,59,1004.93,100,True,ORDER_EXECUTED,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.0875
2019-06-28 09:30:02.000415979,59,1004.93,100,True,LIMIT_ORDER,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.0875
2019-06-28 09:30:02.000417733,36,1019.58,100,False,LIMIT_ORDER,100100.0,100.0,99758.0,100.0,999.29,3.42,0.5,1002.0875
2019-06-28 09:30:02.000417801,49,1003.22,100,True,ORDER_EXECUTED,100363.0,100.0,99758.0,100.0,1000.605,6.05,0.5,1002.1541176470588
2019-06-28 09:30:02.000417801,49,1003.22,100,True,LIMIT_ORDER,100363.0,100.0,99758.0,100.0,1000.605,6.05,0.5,1002.1541176470588
2019-06-28 09:30:02.000417801,42,1001.0,100,False,ORDER_EXECUTED,100363.0,100.0,99758.0,100.0,1000.605,6.05,0.5,1002.09
2019-06-28 09:30:02.000448221,24,993.0,100,True,LIMIT_ORDER,100363.0,100.0,99758.0,100.0,1000.605,6.05,0.5,1002.09
2019-06-28 09:30:02.000476501,63,1003.35,100,False,LIMIT_ORDER,100335.0,100.0,99758.0,100.0,1000.465,5.77,0.5,1002.09
2019-06-28 09:30:02.000484681,64,991.17,100,True,LIMIT_ORDER,100335.0,100.0,99758.0,100.0,1000.465,5.77,0.5,1002.09
2019-06-28 09:30:02.000510546,29,997.58,100,True,ORDER_EXECUTED,100335.0,100.0,99629.0,100.0,999.82,7.06,0.5,1001.8526315789474
2019-06-28 09:30:02.000510546,67,991.25,100,False,ORDER_EXECUTED,100335.0,100.0,99629.0,100.0,999.82,7.06,0.5,1001.3225
2019-06-28 09:30:02.000510546,67,991.25,100,False,LIMIT_ORDER,100335.0,100.0,99629.0,100.0,999.82,7.06,0.5,1001.3225
2019-06-28 09:30:02.000512197,65,994.02,100,False,ORDER_EXECUTED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.9747619047619
2019-06-28 09:30:02.000512197,65,994.02,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.9747619047619
2019-06-28 09:30:02.000512197,55,996.29,100,True,ORDER_EXECUTED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000536361,68,988.28,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000619757,40,1015.89,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000641697,76,995.58,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000648604,72,1007.34,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000653900,23,994.39,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000667678,73,991.2,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000668589,75,987.0,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000689002,74,991.8,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000747315,52,1005.9,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000783703,79,1006.73,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.7618181818182
2019-06-28 09:30:02.000824756,71,1000.53,100,False,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.7618181818182
2019-06-28 09:30:02.000825368,80,996.31,100,False,LIMIT_ORDER,99631.0,100.0,99627.0,100.0,996.29,0.04,0.5,1000.7618181818182
2019-06-28 09:30:02.000868836,9,1006.6,100,False,LIMIT_ORDER,99631.0,100.0,99627.0,100.0,996.29,0.04,0.5,1000.7618181818182
2019-06-28 09:30:02.000885466,62,995.96,100,True,LIMIT_ORDER,99631.0,100.0,99627.0,100.0,996.29,0.04,0.5,1000.7618181818182
2019-06-28 09:30:02.000905147,66,1002.76,100,True,ORDER_EXECUTED,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.8486956521739
2019-06-28 09:30:02.000905147,66,1002.76,100,True,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.8486956521739
2019-06-28 09:30:02.000905147,80,996.31,100,False,ORDER_EXECUTED,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001105702,81,986.66,100,True,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001131628,6,1009.3,100,False,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001138425,82,1007.21,100,False,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001299156,78,1002.14,100,False,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001324147,83,1003.43,100,False,LIMIT_ORDER,100053.0,100.0,99627.0,100.0,998.4,4.26,0.5,1000.6595833333333
2019-06-28 09:30:02.001341505,50,998.07,100,True,LIMIT_ORDER,100053.0,100.0,99807.0,100.0,999.3,2.46,0.5,1000.6595833333333
2019-06-28 09:30:02.001405173,33,1008.61,100,False,LIMIT_ORDER,100053.0,100.0,99807.0,100.0,999.3,2.46,0.5,1000.6595833333333
2019-06-28 09:30:02.001457612,70,1002.4,100,True,ORDER_EXECUTED,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.7292
2019-06-28 09:30:02.001457612,70,1002.4,100,True,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.7292
2019-06-28 09:30:02.001457612,71,1000.53,100,False,ORDER_EXECUTED,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.7215384615384
2019-06-28 09:30:02.001814275,84,993.22,100,True,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.7215384615384
2019-06-28 09:30:02.001832967,47,1001.88,100,True,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.001838238,85,994.03,100,True,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002006610,86,1014.76,100,False,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002085410,57,1007.97,100,False,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002372944,89,993.5,100,True,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002427659,87,1005.48,100,False,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002523283,35,991.87,100,True,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.002919267,26,1008.48,100,False,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.003038250,16,1007.91,100,False,LIMIT_ORDER,100214.0,100.0,100188.0,100.0,1002.01,0.26,0.5,1000.7215384615384
2019-06-28 09:30:02.003373747,47,1001.88,100,True,ORDER_EXECUTED,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.7644444444444
2019-06-28 09:30:02.003373747,90,991.63,100,False,ORDER_EXECUTED,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.003373747,90,991.63,100,False,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.003570439,19,1023.02,100,False,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.003686274,60,987.61,100,True,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.003783256,41,1008.13,100,False,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.003985069,91,1006.07,100,False,LIMIT_ORDER,100214.0,100.0,99807.0,100.0,1000.105,4.07,0.5,1000.4382142857143
2019-06-28 09:30:02.005538071,69,999.18,100,False,LIMIT_ORDER,99918.0,100.0,99807.0,100.0,998.625,1.11,0.5,1000.4382142857143
2019-06-28 09:30:02.005728395,92,995.03,100,True,LIMIT_ORDER,99918.0,100.0,99807.0,100.0,998.625,1.11,0.5,1000.4382142857143
2019-06-28 09:30:02.009656809,93,994.38,100,True,LIMIT_ORDER,99918.0,100.0,99807.0,100.0,998.625,1.11,0.5,1000.4382142857143
2019-06-28 09:30:02.011368119,94,986.05,100,True,LIMIT_ORDER,99918.0,100.0,99807.0,100.0,998.625,1.11,0.5,1000.4382142857143
2019-06-28 09:30:02.014292945,77,994.1,100,False,ORDER_EXECUTED,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.2196551724138
2019-06-28 09:30:02.014292945,77,994.1,100,False,LIMIT_ORDER,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.2196551724138
2019-06-28 09:30:02.014292945,50,998.07,100,True,ORDER_EXECUTED,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.148
2019-06-28 09:30:02.015717563,96,995.28,100,True,LIMIT_ORDER,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.148
2019-06-28 09:30:02.017206470,88,992.12,100,True,LIMIT_ORDER,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.148
2019-06-28 09:30:02.018124999,95,1006.35,100,False,LIMIT_ORDER,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.148
2019-06-28 09:30:02.021140705,97,1016.95,100,False,LIMIT_ORDER,99918.0,100.0,99627.0,100.0,997.725,2.91,0.5,1000.148
2019-06-28 09:30:02.023408785,98,999.58,100,True,LIMIT_ORDER,100214.0,100.0,99627.0,100.0,999.205,5.87,0.5,1000.148
2019-06-28 09:30:02.023408785,69,999.18,100,False,ORDER_EXECUTED,100214.0,100.0,99627.0,100.0,999.205,5.87,0.5,1000.1167741935484
2019-06-28 09:30:02.023408785,98,999.58,100,True,ORDER_EXECUTED,100214.0,100.0,99627.0,100.0,999.205,5.87,0.5,1000.1
2019-06-28 09:30:02.025161710,78,1002.14,100,False,ORDER_EXECUTED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.1618181818181
2019-06-28 09:30:02.025161710,99,1012.08,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.1618181818181
2019-06-28 09:30:02.025161710,99,1012.08,100,True,ORDER_EXECUTED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:02.026804339,100,1005.79,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:03.000074009,101,1014.42,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:04.000427207,51,992.32,100,True,ORDER_CANCELLED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:05.003965481,104,1006.17,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:05.141211929,56,1006.75,100,False,ORDER_CANCELLED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:07.141377433,105,1005.15,100,False,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:20.833039207,106,991.17,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:21.379070695,16,1007.91,100,False,ORDER_CANCELLED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:21.709327667,97,1016.95,100,False,ORDER_CANCELLED,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:22.818518879,107,993.08,100,True,LIMIT_ORDER,100335.0,100.0,99627.0,100.0,999.81,7.08,0.5,1000.5123529411765
2019-06-28 09:30:23.379199573,108,999.48,100,True,LIMIT_ORDER,100335.0,100.0,99948.0,100.0,1001.415,3.87,0.5,1000.5123529411765
2019-06-28 09:30:23.709434475,109,1020.7,100,False,LIMIT_ORDER,100335.0,100.0,99948.0,100.0,1001.415,3.87,0.5,1000.5123529411765
2019-06-28 09:30:24.063021766,26,1008.48,100,False,ORDER_CANCELLED,100335.0,100.0,99948.0,100.0,1001.415,3.87,0.5,1000.5123529411765
2019-06-28 09:30:25.052831039,110,1009.55,100,False,LIMIT_ORDER,100335.0,100.0,99948.0,100.0,1001.415,3.87,0.5,1000.5123529411765
2019-06-28 09:30:25.896373734,111,1003.35,100,True,ORDER_EXECUTED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.5934285714286
2019-06-28 09:30:25.896373734,63,1003.35,100,False,ORDER_EXECUTED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:30:25.896373734,111,1003.35,100,True,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:30:31.050314594,9,1006.6,100,False,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:30:33.050402367,112,1013.05,100,False,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:30:53.242982674,107,993.08,100,True,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:30:55.243192164,113,992.85,100,True,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:31:44.896972005,114,1012.68,100,False,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:06.624709335,115,1013.11,100,False,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:18.070271088,35,991.87,100,True,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:20.070788528,116,989.56,100,True,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:49.929254102,84,993.22,100,True,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:51.929408044,117,993.23,100,True,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:52.781762005,118,1004.35,100,False,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:54.213718521,93,994.38,100,True,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.67
2019-06-28 09:32:56.213920172,119,1002.65,100,False,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:08.767349640,115,1013.11,100,False,ORDER_CANCELLED,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:10.767444971,120,1017.14,100,False,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:18.312366560,121,1010.58,100,False,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:38.764759115,122,992.99,100,True,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:45.133455818,27,1021.83,100,False,ORDER_CANCELLED,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:46.133602195,123,1017.4,100,False,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:46.367823602,124,995.03,100,True,LIMIT_ORDER,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:53.776637457,19,1023.02,100,False,ORDER_CANCELLED,100265.0,100.0,99948.0,100.0,1001.065,3.17,0.5,1000.67
2019-06-28 09:33:54.776761366,125,1002.65,100,True,ORDER_EXECUTED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.7235135135135
2019-06-28 09:33:54.776761366,119,1002.65,100,False,ORDER_EXECUTED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.7742105263158
2019-06-28 09:33:54.776761366,125,1002.65,100,True,LIMIT_ORDER,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.7742105263158
2019-06-28 09:34:02.337930934,83,1003.43,100,False,ORDER_CANCELLED,100343.0,100.0,99948.0,100.0,1001.455,3.95,0.5,1000.7742105263158
2019-06-28 09:34:03.335372554,126,994.71,100,True,LIMIT_ORDER,100363.0,100.0,99948.0,100.0,1001.555,4.15,0.5,1000.7742105263158
2019-06-28 09:34:14.909968271,96,995.28,100,True,ORDER_CANCELLED,100363.0,100.0,99948.0,100.0,1001.555,4.15,0.5,1000.7742105263158
2019-06-28 09:34:16.910231126,127,993.21,100,True,LIMIT_ORDER,100363.0,100.0,99948.0,100.0,1001.555,4.15,0.5,1000.7742105263158
2019-06-28 09:34:18.913172904,127,993.21,100,True,ORDER_CANCELLED,100363.0,100.0,99948.0,100.0,1001.555,4.15,0.5,1000.7742105263158
2019-06-28 09:34:19.913748414,128,990.86,100,True,LIMIT_ORDER,100363.0,100.0,99948.0,100.0,1001.555,4.15,0.5,1000.7742105263158
2019-06-28 09:34:33.876747222,129,1002.13,100,False,LIMIT_ORDER,100213.0,100.0,99948.0,100.0,1000.805,2.65,0.5,1000.7742105263158
2019-06-28 09:34:36.521884226,88,992.12,100,True,ORDER_CANCELLED,100213.0,100.0,99948.0,100.0,1000.805,2.65,0.5,1000.7742105263158
